#OTUID	S100_NSW1092909_FWD12	S101_NSW1092904_FWD12	S102_NSW1092913_FWD12	S103_NSW1092943_FWD12	S104_NSW1092905_FWD12	S140_NSW1092472_FWD14	S141_NSW1092621_FWD14	S142_NSW1092617_FWD14	S143_NSW1092622_FWD14	S144_NSW1092627_FWD14	S145_NSW1092632_FWD14	S146_NSW1092637_FWD14	S154_NSW1092536_FWD15	S155_NSW1092613_FWD15	S156_NSW1092623_FWD15	S157_NSW1092629_FWD15	S158_NSW1092630_FWD15	S159_NSW1092624_FWD15	S160_NSW1092619_FWD15	S161_NSW1092628_FWD15	S191_NSW1092486_FWD10	S192_NSW1092482_FWD10	S193_NSW1092477_FWD10	S194_NSW1092487_FWD10	S195_NSW1092488_FWD10	S196_NSW1092489_FWD11	S197_NSW1092502_FWD11	S198_NSW1092481_FWD11	S207_NSW1092655_FWD11	S208_NSW1092658_FWD12	S209_NSW1092659_FWD12	S210_NSW1092660_FWD12	S211_NSW1092665_FWD12	S212_NSW1092664_FWD12	S213_NSW1092668_FWD12	S214_NSW1092669_FWD12	S215_NSW1092845_FWD12	S216_NSW1092815_FWD12	S217_NSW1092820_FWD12	S218_NSW1092825_FWD12	S219_NSW1092830_FWD12	S220_NSW1092860_FWD13	S221_NSW1092866_FWD13	S29_NSW1092896_FWD19	S81_NSW1093010_FWD11	S82_NSW1093034_FWD11	S83_NSW1093025_FWD11	S84_NSW1093015_FWD11	S85_NSW1093020_FWD11	S86_NSW1093035_FWD11	S87_NSW1093001_FWD11	S88_NSW1093006_FWD11	S89_NSW1092795_FWD11	S90_NSW1092790_FWD11	S91_NSW1092810_FWD11	S92_NSW1092937_FWD11	S93_NSW1092893_FWD12	S94_NSW1092785_FWD12	S95_NSW1092805_FWD12	S96_NSW1092956_FWD12	S97_NSW1092914_FWD12	S98_NSW1092918_FWD12	S99_NSW1092915_FWD12
383	0	0	0	0	0	4212	16320	18162	7951	25923	53	87	0	16	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2528	344	2040	0	0	2516	0	0	494	0	0	244	0	0	0	0	0	0	0	0
384	36	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	93	0	104	0	0	0	74	636	15	71	0	0	681	743	352	450	0	6525	586	978	0	0	7	30	14	0	56	0	0	0	219	0	0	0	0	0	70	429	146	348	201	1642	0	0	38	0	25
385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	47	0	0	0	30	121	0	154	185	0	16	34	0	0	0
388	0	0	0	0	0	707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2699	3	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	0	0	0	67	0	6548	50	1430	2475	7171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	117	0	0	0	0
394	0	0	3	0	7	0	0	10	0	0	0	0	2799	15272	77	6470	56	2483	0	0	0	0	0	0	0	24	0	0	0	27	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	92	0	0	0	0	0	0	0	1108	22	0	32	0	0	0	0	0
395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	111	0	0	0	0	0
396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0
397	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
398	0	0	0	409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	84	5	0	0	0	0	0	0	103	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	21	21	0	0	0	0	0	0
399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0
403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	66	0	0	7509	4	0	0	0	0	0	0	21	0	0	0	126	7	0	0	0	0	0	93	6	0	0	41	0	0	0	0
404	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	38	27	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
405	0	376	0	475	229	0	0	0	0	0	0	0	6	0	29	0	100	11	0	125	0	0	460	123	0	0	214	0	120	0	0	41	0	0	0	0	30	0	0	0	0	62	149	0	0	0	0	0	0	20	0	3	0	15	0	0	0	0	0	0	957	8	212
406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4566	28	0	0	0	0	0	0	0	0	0	0	0
408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	31288	30973	53	45	49	42	0	0	0	0	178	0	0	0	0	0	0	886	0	0	0	86	0	0	0	0
411	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	198	188	6	0	168	8	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	37	0	0	0	0	7	0	0	0	0	0	0
413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	512	0	0	0
414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
416	5	0	0	425	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	67	0	0	35	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	7	51	0	0	153	54	36	0	0	0	114	34	36
417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	100	0	0	0	0
418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	85	3	0	0	0
419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0
420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	26	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	42	0	0	0	0	0	0	0	30	22	46	0	0	0	0	0	0	0	0	14	0	0	21	0	0	133	0	0	0	0	0	0	17	0	0	0	0	6	0	0
422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14663	321	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0
425	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	153	0	0	0	11954	496	0	4	0	0	3056	0	26	0	0
426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
427	3987	2251	143	7604	213	0	59	0	0	0	0	0	0	0	0	486	0	0	0	3237	0	0	77	0	47	0	0	0	0	508	95	1200	73	0	0	479	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	146	0	88	0	0	0	0	136	5727	769	596
428	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	15	0	0	0	8	0	230	397	16	0	0	6	2309	0	0	699	0	0	57	33	0	0	0	0	0	0	0	0	0	0	0	0	58	0	46	56	0	0	0	0	0	37	0	0	0	0	0
429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	30	0	0	0	0	0	0	0	0	0	851	0	0	0	0	0	0	0	0	0	0
431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0
432	0	0	12	0	5	0	0	0	0	0	0	0	21	0	0	71	0	0	7	35	62	0	0	940	0	361	312	41	0	0	11	0	20	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	35	57	25	2377	0	0	0	0	0	0	0	0	6	0	0
433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0
